arrest_date,time,area_name,age,sex,descent,charge_group,charge_desc,arrest_type,rep_dist,latitude,longitude,year,month,day,age_group
2019-11-14,11:40 PM,Hollywood,20,Male,Hispanic,Liquor Laws,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Nov,Thu,15-20
2019-11-07,07:05 PM,Hollenbeck,19,Male,Hispanic,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,499,34.0188,-118.201,2019,Nov,Thu,15-20
2019-11-14,11:55 PM,Hollywood,19,Female,White,Liquor Laws,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Nov,Thu,15-20
2019-11-08,08:50 PM,Northeast,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1189,34.0879,-118.2127,2019,Nov,Fri,15-20
2019-11-14,11:25 PM,Hollywood,18,Female,Hispanic,Liquor Laws,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Nov,Thu,15-20
2019-04-22,04:55 PM,Rampart,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Infraction,245,34.0601,-118.2761,2019,Apr,Mon,15-20
2019-04-16,09:45 PM,Mission,18,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,1971,34.2338,-118.472,2019,Apr,Tue,15-20
2019-05-03,06:30 PM,Olympic,18,Male,Hispanic,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,2055,34.0526,-118.2979,2019,May,Fri,15-20
2019-05-01,10:00 AM,Olympic,18,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,2053,34.0527,-118.3091,2019,May,Wed,15-20
2019-05-08,07:00 PM,Northeast,18,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1138,34.1141,-118.1861,2019,May,Wed,15-20
2019-05-09,05:55 PM,Harbor,16,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,584,33.707,-118.2939,2019,May,Thu,15-20
2019-05-09,06:00 PM,Harbor,16,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,584,33.707,-118.2939,2019,May,Thu,15-20
2019-05-16,04:50 PM,Rampart,16,Male,White,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,245,34.0601,-118.2761,2019,May,Thu,15-20
2019-05-09,06:00 PM,Harbor,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,584,33.707,-118.2939,2019,May,Thu,15-20
2019-05-09,05:55 PM,Harbor,14,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,584,33.707,-118.2939,2019,May,Thu,10-14
2019-05-08,03:15 PM,Rampart,20,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL*******,Infraction,295,34.0446,-118.2769,2019,May,Wed,15-20
2019-05-09,06:00 PM,Harbor,16,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,584,33.707,-118.2939,2019,May,Thu,15-20
2019-05-09,05:55 PM,Harbor,16,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,584,33.707,-118.2939,2019,May,Thu,15-20
2019-05-09,06:00 PM,Harbor,15,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,584,33.707,-118.2939,2019,May,Thu,15-20
2019-05-08,07:00 PM,Northeast,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1138,34.1141,-118.1861,2019,May,Wed,15-20
2019-05-19,03:45 PM,Rampart,18,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,245,34.0601,-118.2761,2019,May,Sun,15-20
2019-05-19,05:55 PM,Hollenbeck,17,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Infraction,477,34.0364,-118.2144,2019,May,Sun,15-20
2019-06-02,03:50 AM,Central,19,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL*******,Infraction,101,34.0668,-118.2497,2019,Jun,Sun,15-20
2019-06-04,06:40 PM,Hollywood,18,Male,White,Liquor Laws,SELL LIQUOR W/O LICENSE,Misdemeanor,635,34.11,-118.3361,2019,Jun,Tue,15-20
2019-06-09,05:15 PM,Pacific,18,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,1431,33.9875,-118.4741,2019,Jun,Sun,15-20
2019-04-04,05:00 PM,Olympic,16,Female,Hispanic,Liquor Laws,SELL/LET MINOR CONSUME ALCOHOL,Misdemeanor,2029,34.0618,-118.2899,2019,Apr,Thu,15-20
2019-06-12,12:50 AM,Topanga,18,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,2139,34.2044,-118.5738,2019,Jun,Wed,15-20
2019-06-12,12:50 AM,Topanga,18,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,2139,34.2044,-118.5738,2019,Jun,Wed,15-20
2019-06-08,09:35 PM,Northeast,15,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1134,34.1117,-118.2361,2019,Jun,Sat,15-20
2019-06-01,12:35 PM,Olympic,20,Female,Hispanic,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,2099,34.0399,-118.2841,2019,Jun,Sat,15-20
2019-06-04,05:30 PM,Rampart,19,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Infraction,245,34.0601,-118.2761,2019,Jun,Tue,15-20
2019-06-15,03:05 PM,Pacific,20,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,1431,33.9848,-118.4718,2019,Jun,Sat,15-20
2019-06-12,05:00 PM,Pacific,20,Female,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,1431,33.9879,-118.4719,2019,Jun,Wed,15-20
2019-06-11,10:30 PM,Mission,18,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,1984,34.2231,-118.4583,2019,Jun,Tue,15-20
2019-06-30,12:50 AM,Hollywood,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,647,34.1005,-118.318,2019,Jun,Sun,15-20
2019-07-13,04:45 PM,Pacific,20,Male,White,Liquor Laws,DRINKING ALCOHOL,Infraction,1431,33.9885,-118.475,2019,Jul,Sat,15-20
2019-07-13,05:40 PM,Olympic,19,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,2049,34.0568,-118.2891,2019,Jul,Sat,15-20
2019-07-13,04:45 PM,Pacific,20,Male,White,Liquor Laws,DRINKING ALCOHOL,Infraction,1431,33.9885,-118.475,2019,Jul,Sat,15-20
2019-07-18,11:50 AM,Hollywood,20,Female,White,Liquor Laws,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-04,05:50 PM,Olympic,15,Male,Hispanic,Liquor Laws,SELL/LET MINOR CONSUME ALCOHOL,Misdemeanor,2044,34.0577,-118.3009,2019,Jul,Thu,15-20
2019-07-18,11:00 PM,Hollywood,20,Female,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-18,11:25 PM,Hollywood,20,Female,Hispanic,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-17,05:30 PM,Pacific,19,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,1411,33.9926,-118.4787,2019,Jul,Wed,15-20
2019-07-18,11:45 PM,Hollywood,20,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-19,04:15 PM,Pacific,20,Female,White,Liquor Laws,DRINKING ALCOHOL,Infraction,1441,33.9791,-118.4669,2019,Jul,Fri,15-20
2019-07-18,11:40 PM,Hollywood,20,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-18,11:00 PM,Hollywood,18,Female,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-19,12:10 AM,Hollywood,20,Male,White,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Fri,15-20
2019-07-18,11:40 PM,Hollywood,19,Male,Hispanic,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-18,11:25 PM,Hollywood,20,Male,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-18,10:50 PM,Hollywood,20,Female,Otherther Asian,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-18,11:40 PM,Hollywood,19,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-18,11:30 PM,Hollywood,18,Male,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Jul,Thu,15-20
2019-07-17,07:25 PM,Olympic,16,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,2044,34.0577,-118.3009,2019,Jul,Wed,15-20
2019-07-17,01:40 AM,Hollywood,19,Male,Black,Liquor Laws,POSS OPEN CONTAINER ALC BEV,Misdemeanor,646,34.1016,-118.331,2019,Jul,Wed,15-20
2019-07-27,03:45 PM,Northeast,18,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,1179,34.0915,-118.2094,2019,Jul,Sat,15-20
2019-07-27,03:55 PM,Pacific,19,Female,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,1411,33.9918,-118.4791,2019,Jul,Sat,15-20
2019-07-27,04:00 PM,Pacific,16,Female,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,1412,33.9933,-118.4765,2019,Jul,Sat,15-20
2019-07-21,05:40 PM,Olympic,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,2079,34.0453,-118.2864,2019,Jul,Sun,15-20
2019-07-27,09:30 PM,Foothill,19,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1613,34.2747,-118.4069,2019,Jul,Sat,15-20
2019-08-01,05:30 PM,Rampart,20,Male,Hispanic,Liquor Laws,POSS OPEN CONTAINER ALC BEV,Infraction,265,34.057,-118.2779,2019,Aug,Thu,15-20
2019-07-21,05:45 PM,Olympic,16,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,2079,34.0453,-118.2864,2019,Jul,Sun,15-20
2019-08-06,07:30 PM,Rampart,18,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,245,34.0601,-118.2761,2019,Aug,Tue,15-20
2019-08-06,07:30 PM,Rampart,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,245,34.0601,-118.2761,2019,Aug,Tue,15-20
2019-07-04,06:30 PM,Mission,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1982,34.2319,-118.4676,2019,Jul,Thu,15-20
2019-08-17,05:30 PM,Topanga,16,Male,White,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,2145,34.1938,-118.6059,2019,Aug,Sat,15-20
2019-06-29,01:00 AM,Mission,17,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,1984,34.2282,-118.4575,2019,Jun,Sat,15-20
2019-06-29,05:35 PM,Mission,17,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,1984,34.2318,-118.4575,2019,Jun,Sat,15-20
2019-08-29,10:35 PM,Hollywood,20,Male,Hispanic,Liquor Laws,SELL/LET MINOR CONSUME ALCOHOL,Misdemeanor,636,34.1034,-118.3325,2019,Aug,Thu,15-20
2019-08-30,01:05 AM,Hollywood,20,Male,Black,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.1034,-118.3325,2019,Aug,Fri,15-20
2019-11-14,11:15 PM,Hollywood,18,Male,Hispanic,Liquor Laws,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Nov,Thu,15-20
2019-09-09,04:55 PM,Rampart,20,Female,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,246,34.0585,-118.2724,2019,Sep,Mon,15-20
2019-09-07,03:30 PM,Southwest,19,Male,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,325,34.0307,-118.2923,2019,Sep,Sat,15-20
2019-09-09,10:30 PM,Mission,19,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,1984,34.2282,-118.4553,2019,Sep,Mon,15-20
2019-09-07,03:20 PM,Southwest,20,Female,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,327,34.0328,-118.2888,2019,Sep,Sat,15-20
2019-09-19,11:00 PM,Northeast,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1189,34.0894,-118.2119,2019,Sep,Thu,15-20
2019-09-20,12:35 AM,Northeast,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1189,34.0894,-118.2119,2019,Sep,Fri,15-20
2019-09-07,02:30 PM,Foothill,19,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,1635,34.2714,-118.3693,2019,Sep,Sat,15-20
2019-08-25,11:12 AM,Devonshire,20,Male,White,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,1751,34.2518,-118.5988,2019,Aug,Sun,15-20
2019-09-25,10:10 PM,Hollywood,18,Male,White,Liquor Laws,DRINKING ALCOHOL,Infraction,646,34.1016,-118.331,2019,Sep,Wed,15-20
2019-08-29,09:00 PM,Newton,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,1354,34.0082,-118.2728,2019,Aug,Thu,15-20
2019-08-24,09:00 PM,Newton,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,1354,34.0082,-118.2728,2019,Aug,Sat,15-20
2019-10-17,12:01 AM,Southwest,18,Female,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Thu,15-20
2019-10-16,12:01 AM,Southwest,20,Female,Other,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:30 PM,Southwest,19,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:10 PM,Southwest,20,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,12:01 AM,Southwest,20,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:10 PM,Southwest,19,Female,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:55 PM,Southwest,19,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-17,12:15 AM,Southwest,20,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Thu,15-20
2019-10-16,12:01 AM,Southwest,19,Female,Hispanic,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:45 PM,Southwest,20,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-17,12:05 AM,Southwest,20,Female,Hispanic,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Thu,15-20
2019-10-16,11:00 PM,Southwest,19,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-17,12:01 AM,Southwest,20,Female,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Thu,15-20
2019-10-16,11:10 PM,Southwest,20,Female,Otherther Asian,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:10 PM,Southwest,20,Female,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:10 PM,Southwest,20,Female,White,Liquor Laws,MINOR POSSESS/USE FALSE EVIDENCE OF AGE,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:30 PM,Southwest,20,Female,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:10 PM,Southwest,18,Female,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:10 PM,Southwest,20,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,12:01 AM,Southwest,20,Female,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:20 PM,Southwest,19,Male,White,Liquor Laws,MINOR POSSESS/USE FALSE EVIDENCE OF AGE,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:55 PM,Southwest,20,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-10-16,11:55 PM,Southwest,19,Male,White,Liquor Laws,MINOR ENTER/REMAIN ON LIQUOR PREMISES,Misdemeanor,396,34.0073,-118.2894,2019,Oct,Wed,15-20
2019-11-06,07:30 PM,Hollywood,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,645,34.1006,-118.3417,2019,Nov,Wed,15-20
2019-11-15,12:49 PM,Hollywood,20,Male,Otherther Asian,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Nov,Fri,15-20
2019-09-27,05:50 PM,Devonshire,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1714,34.2905,-118.5455,2019,Sep,Fri,15-20
2019-11-15,12:40 AM,Hollywood,18,Male,White,Liquor Laws,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Nov,Fri,15-20
2019-12-10,06:20 PM,Rampart,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,265,34.0549,-118.2778,2019,Dec,Tue,15-20
2019-11-15,12:01 AM,Hollywood,18,Female,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,636,34.1034,-118.3325,2019,Nov,Fri,15-20
2019-11-14,11:35 PM,Hollywood,18,Female,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,636,34.1034,-118.3325,2019,Nov,Thu,15-20
2019-12-26,06:45 PM,Newton,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,1307,34.0378,-118.2483,2019,Dec,Thu,15-20
2019-12-26,06:45 PM,Newton,20,Male,Hispanic,Liquor Laws,OPEN ALCOHOLIC BEV IN PUBLIC PARK/PLACE,Misdemeanor,1307,34.0378,-118.2483,2019,Dec,Thu,15-20
2019-12-14,10:30 PM,Hollywood,19,Female,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,637,34.103,-118.3225,2019,Dec,Sat,15-20
2019-12-14,10:25 PM,Hollywood,20,Female,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,647,34.098,-118.3237,2019,Dec,Sat,15-20
2019-12-19,10:50 PM,Hollywood,19,Male,Other,Liquor Laws,DRINKING ALCOHOL,Infraction,636,34.1034,-118.3325,2019,Dec,Thu,15-20
2019-12-14,11:00 PM,Hollywood,20,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL,Infraction,647,34.1017,-118.3224,2019,Dec,Sat,15-20
2019-11-15,12:50 PM,Hollywood,19,Female,Otherther Asian,Liquor Laws,CONSUME/PURCHASE ALCOHOLIC BEV BY MINOR,Misdemeanor,636,34.1034,-118.3325,2019,Nov,Fri,15-20
2019-09-25,09:15 PM,Devonshire,15,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1714,34.2905,-118.5455,2019,Sep,Wed,15-20
2012-08-30,12:05 AM,Pacific,20,Male,Hispanic,Liquor Laws,DRINKING ALCOHOL*******,Infraction,1400,33.9587,-118.4487,2012,Aug,Thu,15-20
2010-05-25,10:45 PM,Hollywood,17,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,636,34.0877,-118.3363,2010,May,Tue,15-20
2010-05-26,11:30 PM,Hollywood,20,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,665,34.0907,-118.3363,2010,May,Wed,15-20
2010-02-25,08:40 PM,West LA,19,Male,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,837,34.0686,-118.449,2010,Feb,Thu,15-20
2011-02-12,08:25 PM,Northeast,20,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,1125,34.1225,-118.2121,2011,Feb,Sat,15-20
2011-09-30,10:25 PM,Northeast,17,Male,Black,Liquor Laws,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,Misdemeanor,1161,34.0908,-118.2994,2011,Sep,Fri,15-20
2011-10-01,02:15 PM,Pacific,18,Male,White,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,1431,33.988,-118.4745,2011,Oct,Sat,15-20
2011-05-05,08:45 PM,Topanga,18,Male,White,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,2113,34.2194,-118.6213,2011,May,Thu,15-20
2014-09-11,10:35 PM,Hollywood,20,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,646,34.1016,-118.3267,2014,Sep,Thu,15-20
2015-01-24,11:30 PM,Rampart,17,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,233,34.0697,-118.2779,2015,Jan,Sat,15-20
2010-01-20,10:30 PM,Central,18,Male,Hispanic,Liquor Laws,SELL LIQUOR W/O LICENSE,Misdemeanor,118,34.0686,-118.2266,2010,Jan,Wed,15-20
2010-08-12,04:20 PM,Central,20,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,185,34.0416,-118.255,2010,Aug,Thu,15-20
2010-01-20,10:30 PM,Central,20,Male,Hispanic,Liquor Laws,SELL LIQUOR W/O LICENSE,Misdemeanor,118,34.0686,-118.2266,2010,Jan,Wed,15-20
2010-08-12,04:10 PM,Central,19,Female,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,185,34.0411,-118.2545,2010,Aug,Thu,15-20
2010-05-23,06:15 PM,Rampart,18,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,236,34.0689,-118.2677,2010,May,Sun,15-20
2010-12-15,05:25 PM,Central,20,Female,Hispanic,Liquor Laws,POSS OPEN CONTAINER ALC BEV,Misdemeanor,124,34.0525,-118.2416,2010,Dec,Wed,15-20
2010-07-14,01:05 PM,Rampart,16,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,256,34.055,-118.2735,2010,Jul,Wed,15-20
2010-07-07,05:15 PM,Rampart,20,Male,Hispanic,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,275,34.0493,-118.2786,2010,Jul,Wed,15-20
2010-05-20,08:30 PM,Rampart,17,Female,White,Liquor Laws,MINOR POSSESS ALCOHOL,Misdemeanor,211,34.0812,-118.2953,2010,May,Thu,15-20
2010-10-15,06:50 PM,Central,20,Male,Hispanic,Liquor Laws,MINOR IN POSSESSION OF ALCOHOLIC BEVERAGE,Misdemeanor,109,34.0752,-118.2276,2010,Oct,Fri,15-20
2010-03-24,08:00 PM,Rampart,15,Male,Hispanic,Liquor Laws,SELL/LET MINOR CONSUME ALCOHOL,Misdemeanor,247,34.058,-118.2715,2010,Mar,Wed,15-20
